id	name	description	exercise_type	catalogId	default_sets	default_reps	default_duration	rep_duration_seconds	is_favorite	has_video	muscle_groups	tags	benefits	limitations	best_timing	suggested_combinations	notes	exercise_references
palm-up-palm-down-rotation	Palm Up - Palm Down Rotation	"Extend one or both arms forward at chest height. Rotate the forearm(s) so palm goes from facing up to facing down	 and repeat (like turning a doorknob back and forth)."	repetition-based	general-fitness	2	15			FALSE	TRUE	forearms\tmobility	equipment:bodyweight\tcategory:flexibility\tforearm\tmobility\trehab	"Encourages and maintains flexibility in forearm pronation and supination (rotational movements). It's similar to forearm supination exercise	 but often done standing and alternating continuously	 which can also lightly strengthen the forearm rotators (supinator and pronator muscles) and increase blood flow. This helps in daily tasks requiring rotation (using tools	 turning keys) and prevents stiffness. The high-rep rotation can serve as a mild warm-up for wrists and elbows	 reducing the risk of sprains or epicondylitis by ensuring those muscles and tendons aren't tight. It's an accessible mobility drill to keep forearms healthy	 especially beneficial for those with repetitive pronation/supination strain (like electricians	 mechanics	 etc.)."	"Keep movements smooth; don't yank your wrists at the end ranges. If any clicking or discomfort in the elbow	 make the rotation smaller and more gradual. This exercise is gentle	 but overdoing extremely high reps too fast might cause forearm muscle fatigue or irritation	 so build up volume over time. If doing both arms simultaneously out front causes shoulder strain	 do one at a time or with elbows at your sides (similar to earlier forearm exercise). Ensure you aren't clenching fists too hard; stay relaxed to focus on mobility. People with elbow or radial head injuries should check with a professional	 but often this is part of rehab (just done slowly and carefully)."	"Use in warm-ups for any arm-intensive workout or sport as part of a comprehensive wrist/elbow routine. Could also be done during breaks at work for someone who types all day to move the forearms. Frequency can be daily; it's not intense. One might do 15-30 rotations (back and forth is one) in a set	 for 1-2 sets. Can be part of morning mobility or physical therapy homework. It's basically the same exercise as forearm supination/pronation but sometimes done with arms extended for more involvement of the entire kinetic chain (shoulder to wrist)."	wrist-stretches\telbow-curls	"Extend arms comfortably (straight forward or slightly down) and rotate palms up (supination) then down (pronation). Try to get full rotation each way without moving upper arms. You can imagine holding a bowl of soup (palms up) then pouring it out (palms down) to visualize. Doing it with arms extended adds slight shoulder rotation	 which is fine for a gentle stretch; if you want pure forearm isolation	 keep elbows bent at 90°. For variety	 you can also do an alternating pattern: one palm up while other is down	 then switch – this creates a bit of coordination challenge too. Breathe normally and keep shoulders relaxed away from ears. It's a simple move	 meant to be done leisurely to loosen joints."	"OrthoInfo AAOS – Forearm Rotation Exercise; https://orthoinfo.aaos.org (advocates turning palms up and down for elbow/forearm mobility	 often in context of rehab) – general reference."
air-twisting-crunch	Air Twisting Crunch	"Lie on back with legs raised (knees bent). Lift shoulders and twist	 bringing right shoulder toward left knee	 then alternate left shoulder to right knee (like bicycle crunch without pedaling legs)."	repetition-based	general-fitness	3	15		1.5	FALSE	TRUE	abs\tobliques\tcore	equipment:bodyweight\tcategory:core\tdynamic\trotation\tobliques	"Engages the entire abdominal wall	 particularly targeting the obliques through the twisting motion:contentReference[oaicite:61]{index=61}. The crunch component activates the rectus abdominis (six-pack muscles)	 while the rotation engages internal and external obliques. Keeping legs raised adds lower ab engagement isometrically and prevents rest between sides	 increasing intensity. It's an effective move for building core strength and definition because it combines flexion and rotation (hitting abs from multiple angles). It also improves core coordination (moving upper body and lower body oppositely) which can benefit functional movements. Many find this exercise really helps in toning the waist due to the oblique focus	 and it can be done without any equipment	 making it a staple in many ab routines or circuits."	"Maintain pressure of your lower back towards the ground to avoid arching and straining it. If you feel your neck straining	 ensure you are leading the motion with your shoulder (not just elbow) and support your head lightly with one hand (not yanking). Avoid using momentum; it's better to perform it slowly and deliberately for maximal muscle engagement (too fast can rely on momentum and risk form breakdown). Those with lower back issues can modify by keeping knees more bent or feet on floor in a basic bicycle crunch. Also	 breathe out on each twist up to properly engage deep abs and obliques. Stop if you feel any sharp pain in back or hips – slight discomfort in abs as they work is normal	 but pain is not."	"Place in the middle of an ab workout or circuit (since it can be intense). Often done for higher reps (e.g.	 15-30 total touches) or time (30+ seconds) since it's a bodyweight movement focused on endurance. Frequency can be every other day or three times a week for most (abs recover quickly	 but still need some rest). It pairs well after static exercises like planks	 to then get some dynamic movement in. If used in a HIIT or cardio-core circuit	 it can double as a bit of cardio too when done continuously. Ensure quality reps; better to do 3 sets of 15 well than 50 sloppy twists. Advanced folks can superset it with lower-ab moves (like leg raises) to fry the entire core."	bicycle-crunches\tRussian-twists	"Think of lifting your shoulder toward the opposite knee	 not elbow – this helps engage obliques more. Keep the movement controlled; a common error is to flail elbows without really twisting the torso. To maximize results	 pause for a split second at the top of each twist and really squeeze your abs. Keep your chin off your chest (imagine an apple under your chin) to protect your neck. If you want to intensify it	 you can extend the opposite leg straight each time (like a full bicycle crunch) or hold a light medicine ball in your hands – but baseline exercise already is effective. Remember to breathe: exhale on each twist upward (it'll help you crunch harder)	 inhale as you come through center. Aim for symmetrical reps on both sides."	Lift Manual – Air Twisting Crunch Benefits; https://liftmanual.com/air-twisting-crunch (provides details on muscles worked and benefits):contentReference[oaicite:62]{index=62}
standing-swimmer	Standing Swimmer	Stand with arms extended forward. Mimic a swimming stroke: either alternate arm circles (freestyle) or simultaneous broad arm sweeps (breaststroke) in a continuous motion.	time-based	general-fitness			30		FALSE	TRUE	shoulders\tupper-back\tmobility	equipment:bodyweight\tcategory:flexibility\tshoulder-mobility\twarm-up	"Acts as a dynamic warm-up for the shoulders and upper back by mimicking swimming motions. The large arm circles/sweeps improve shoulder joint mobility and engage the shoulder muscles (rotator cuff	 deltoids) across a wide range. It also promotes coordination and a gentle increase in heart rate. For those who swim	 it activates relevant muscles on land. For others	 it serves to open the chest (especially with breaststroke motion) and loosen tight lats and pecs while engaging the mid-back. Overall	 it enhances flexibility of the shoulders (especially in circumduction) and can help reduce shoulder stiffness. As a low-intensity movement	 it can also help relieve mild shoulder fatigue or stress by 'shaking out' the muscles in a controlled way."	"If doing forward crawl motion	 ensure you have space because one arm will be back while the other is forward. Move within a comfortable range – some people with shoulder impingement might find full overhead circle painful; if so	 reduce range or do more of a breaststroke (which stays below shoulder level mostly). Keep movements fluid	 not jerky	 to avoid muscle strain. If you have a history of shoulder dislocations	 be cautious with the extreme ranges of a full circle; perhaps stick to partial circles. And as always	 don't do it so fast that you lose form or risk pulling something – this is mobility	 not max-speed flailing. Breathe continuously; it's easy to accidentally hold breath when focusing on coordination."	"Great during warm-ups (especially for upper body or full-body workouts) to prepare shoulders. Swimmers use it before hitting the water	 but in general it can be part of any dynamic warm-up sequence. Time-based execution (20-40 seconds of continuous movement or a set number of arm circles like 10 each direction) is common. Doing it daily is fine	 since it's light – for example	 every morning to loosen up	 or during breaks from desk work to roll the shoulders. It's sometimes included in cardio classes as a light active recovery move between intense exercises. Frequency isn't really limited	 but typically it's not the core of a workout	 just a supplement for mobility."	arm-circles\tthoracic-rotations	"For freestyle simulation: alternate forward circles with your arms	 as if you were doing an exaggerated slow-motion crawl stroke – coordinate so when one arm is circling forward	 the other is circling backward overhead. Keep your torso mostly facing forward (you can allow a slight rotation for natural movement). For breaststroke simulation: push arms forward (palms together)	 then sweep them out to the sides and back (as if pushing water behind you) and bring together at chest – repeat fluidly. Stand tall and engage your core lightly to avoid arching your back excessively during big circles. If you like	 you can also do backstroke motions. The key is fluidity – imagine moving through water. This not only warms muscles but also can be somewhat meditative if done rhythmically with breathing."	Boxrox – Shoulder Mobility Drills; https://www.boxrox.com (includes swimmer arm movements as a way to improve shoulder flexibility)
3-4-sit-ups	3/4 Sit-Up	"Lie on your back with knees bent. Perform a sit-up but stop about 3/4 of the way up (before sitting fully upright) to keep tension on abs	 then lower back down."	repetition-based	general-fitness	3	12			FALSE	TRUE	abs\tcore	equipment:bodyweight\tcategory:core\tpartial-range\tabs\tbeginner	"By not going all the way up	 the abs remain engaged throughout the movement	 making it more effective for building abdominal endurance and strength in the targeted mid-range:contentReference[oaicite:65]{index=65}:contentReference[oaicite:66]{index=66}. This reduces hip flexor involvement compared to a full sit-up	 placing more load on the abs and less on the lower back. It's a good progression for those transitioning from crunches to full sit-ups	 and it allows you to focus on the abs without momentum. The constant tension approach can lead to better muscle fatigue in the abs (often felt as the 'burn')	 which is beneficial for muscle toning and endurance. It's also easier to maintain form vs. a full sit-up	 as you're less likely to swing or jerk. Overall	 a 3/4 sit-up effectively works the rectus abdominis while being a bit safer on the spine and neck than the full sit-up."	"Even though you don't sit all the way up	 avoid pulling on your neck. Keep your hands gently behind your head or crossed on your chest to prevent neck strain. Ensure your lower back stays relatively flat (not hyper-arched) at the bottom of each rep – if it arches excessively	 you might be going too low or relaxing completely (try maintaining slight pelvic tilt). Those with lower back issues or very weak abs might still feel strain – they should stick to smaller crunches until stronger. And as always	 use controlled movement; don't bounce at the bottom or use momentum to rise – that cheats the abs and might strain the back. Breathe out as you come up	 in as you go down to avoid holding breath."	"Great for mid or end of an ab workout when you want to thoroughly fatigue the abs. Could be done 2-3 times a week as part of a core routine. Often programmed for higher reps (15-20 or more) since it's bodyweight. If using it as a main ab exercise	 you might do 3-4 sets of 15 reps with good form. It's a nice alternative to full sit-ups in group classes for safety reasons too. One can include them daily in a quick routine	 but if doing high volume	 give a day rest here and there to let abs recover. They pair well after doing some leg raises (to hit lower abs first	 then these for overall abs)."	crunches\tplanks	"Lie in the standard sit-up position (maybe anchor feet under something if needed	 though try without anchoring to minimize hip flexor help). Cross arms over chest or touch hands to temples. As you sit up	 do it slowly and stop when your lower back is about 30° off the ground (roughly when abs are maximally contracted	 before hip flexors really take over). Then control the descent; don't just flop down. Keep the abs 'on' – imagine they're doing a continuous effort	 not resting at bottom. It's okay if your shoulders touch down	 but immediately go into next rep to keep tension. The key is not resting upright or flat – hence '3/4' of the way. If you feel neck strain	 focus eyes on ceiling and maybe put tongue on roof of mouth (a trick to reduce neck tension). As you get stronger	 you can even add a tiny pause at the top 3/4 position for extra burn."	Lift Manual – 3/4 Sit-Up Guide; https://liftmanual.com (describes 3/4 sit-ups as a modified sit-up that reduces strain and maintains tension):contentReference[oaicite:67]{index=67}:contentReference[oaicite:68]{index=68}
alternate-lying-floor-leg-raise	Alternate Lying Floor Leg Raise	"Lie on back with legs straight. Keep one leg on floor as you raise the other straight up	 then lower and switch legs. (One-leg-at-a-time leg raises.)"	repetition-based	general-fitness	3	10			FALSE	TRUE	abs\tcore\thip-flexors	equipment:bodyweight\tcategory:core\tlower-abs\tbeginner\talternating	"Strengthens the lower abdominals and hip flexors by lifting one leg at a time	 which is more accessible than lifting both together. This exercise also challenges the core to keep the torso stable while the legs move alternately	 engaging the transverse abdominis and obliques as stabilizers. Alternating legs reduces strain compared to double leg raises	 making it suitable for building up strength. It helps improve pelvic control and lower abdominal endurance. Over time	 it can serve as a progression toward full two-leg raises. It also stretches the hamstring of the active leg slightly at the top of the motion. Overall	 it's effective for targeting the lower abs with reduced risk of lower back arching	 given one leg stays down for support."	"Press your lower back towards the floor throughout the movement – if you feel it arching off the floor as a leg lowers	 don't lower that leg as far or keep a slight bend in the knee. Move slowly; dropping the leg too fast could strain the back or use momentum. If flexibility is an issue and you can't keep the non-lifting leg straight on the ground	 you can bend it (foot flat) for now. Those with very weak lower abs or back issues might start with bent-knee marches before straight-leg raises. As always with lower ab exercises	 avoid jerking your hips. Breathe out when lifting	 in when lowering to maintain core engagement. Stop if you feel any sharp pain in the lower back – slight discomfort from muscle work is okay	 but pain is not."	"Include in beginner core routines or as a warm-up for more advanced moves. It's often done for moderate reps like 10 each leg (20 total) for 2-3 sets. Can be done 3-4 times a week because it's not extremely intense (just watch for hip flexor soreness). It's a good preparatory exercise at the start of an ab workout before moving to harder exercises (like leg raises or V-ups)	 or at the end of a general workout to get some core in. Also useful in rehab or post-pregnancy core retraining because it's lower load. Frequency can be even daily in small amounts	 but every other day is usually fine to allow some recovery."	reverse-crunch\tleg-raises	"Place your hands under the natural arch of your lower back or by your sides for added support if needed (especially if your back tends to arch). As you lift one leg	 keep the other leg either flat on floor or at least keep that foot in contact – this gives you a reference for keeping your pelvis stable. Lift until the raised leg is about vertical or as high as you comfortably can without bending it much. Then lower with control until it almost touches the floor	 while simultaneously starting to lift the other leg. It can feel like a gentle scissor motion. Focus on using your lower abs to initiate the leg movement	 not just your quads. Keep your head and upper back relaxed on the floor. If doing all reps on one side then switching	 be consistent on range and speed both sides. As strength increases	 you can transition to lifting both legs together or holding both slightly off floor between reps to increase challenge."	American Council on Exercise – Single Leg Raises; https://www.acefitness.org (advocates alternating leg raises for developing core strength with lower back support) – common beginner core exercise.
assisted-lying-leg-raise-with-lateral-throw-down	Assisted Lying Leg Raise With Lateral Throw Down	"Lie on back and hold onto a partner's ankles or a sturdy object overhead. Raise both legs up. Partner pushes your feet toward one side (diagonally down); resist and bring legs back up. Repeat with partner pushing to opposite side	 alternating."	repetition-based	general-fitness	2	10			FALSE	TRUE	abs\tcore\tobliques\thip-flexors	equipment:partner\tcategory:core\tlower-abs\tpartner\tadvanced	"Highly engages the entire core	 with emphasis on the lower abs and obliques	 by adding an unpredictable lateral force:contentReference[oaicite:69]{index=69}. The partner's throw not only requires you to resist the downward motion (hitting the lower abs hard	 like a leg raise)	 but also the sideways component	 which forces the obliques and transverse abdominis to stabilize against rotation. This leads to improved core strength in multiple planes and better reactive core stability (useful in sports). It's a very intense exercise that also has a conditioning aspect (because resisting strong movements raises heart rate). Common in martial arts and boxing gyms	 it builds the ability to take and control external forces using the core. Overall	 it's excellent for advanced core development	 hitting hip flexors	 lower abs	 upper abs (for bracing)	 and obliques all in one."	"This is an advanced move – you should be very comfortable with regular leg raises and have a strong core. Communication with the partner is key: they should apply firm but controlled force	 not a sudden jerk that could injure you. Start with moderate pushes until you know you can handle more. Keep your lower back pressed into the floor especially when legs are thrown down; if you feel it hyperextend or you lose control	 stop or have partner reduce force. Do not let your legs actually slam to the floor – the goal is to catch them before and lift back up. Breathe (exhale) when pushing legs back up. Those with lower back problems or weak core should avoid this until stronger. Also	 do equal throws to both sides to avoid imbalances."	"Typically used in advanced athletic conditioning workouts	 not as a daily drill. Because it's demanding	 2-3 sets of 5 throws each side (10 total) is plenty for most. It shouldn't be done more than 1-2 times a week to avoid overtraining abs/hip flexors. Often appears at the end of a core workout as a finisher. If you have a partner handy	 it can be a staple for fight sports conditioning once or twice weekly. Always allow adequate rest between sets (at least 1-2 minutes) as your abs will be on fire. It's not suited for circuit training with other intense core moves (too much risk when fatigued)	 but could be paired with lighter exercises like balance or cardio moves in circuit."	hanging-wipers\twindshield-wipers	"Ensure a tight grip on the partner (or heavy object behind head) – this anchors your upper body. Keep your legs as straight as possible	 and when the partner pushes them	 don't bend or let them separate. Focus on resisting with your core	 not your arms (they just hold on). When legs reach near the floor to one side	 immediately engage obliques and lower abs to pull them back up in a reverse arc toward the center and up. A slight bend in knees is okay if needed	 but try to progressively straighten them for more leverage (harder). If partner signals	 you can brace harder just before each throw to protect spine. Partners: push at the shins or ankles with even pressure	 not a slap. Also vary the angles slightly (some toward 45°	 some almost straight down) to keep it challenging. Always stop if form breaks (e.g.	 lower back lifting or legs dropping uncontrollably) to prevent injury."	YouTube – \Partner Leg Throws\" (Jeff Cavaliere
reverse-lunge-leg-kick	Reverse Lunge Leg Kick	"Step back into a reverse lunge	 then push up and immediately kick the back leg forward into a front kick. Return to standing and repeat (alternating or same side)."	repetition-based	general-fitness	2	10			FALSE	TRUE	quads\tglutes\thamstrings\thip-flexors	equipment:bodyweight\tcategory:strength\tlower-body\tbalance\tmartial-arts	"Combines lower-body strength and balance from the reverse lunge with explosive power and dynamic flexibility from the front kick. The lunge portion works quads	 glutes	 and hamstrings of the front leg	 building strength and stability. Transitioning into a leg kick activates the hip flexors and quadriceps of the kicking leg and requires core engagement for balance. This improves coordination and agility	 as you move from a controlled movement to an explosive one. It also raises heart rate	 adding a cardio element. For athletes	 it mimics actions needed in sports (lunging and quickly extending the leg). Over time	 it enhances single-leg stability (on the supporting leg during the kick) and develops better neuromuscular control	 while also providing a mobility benefit through the high kick. It's a functional move bridging strength and martial skill."	"Master standard reverse lunges first (with good knee tracking and posture) before adding the kick. During the kick	 don't hyperextend your knee – snap it forward but stop at near full extension to protect the joint. If your balance is shaky	 perform the move slowly: lunge	 then as you stand	 do a controlled knee-up instead of a full kick initially. Be mindful of the supporting knee; do not twist on it – when kicking	 you naturally turn the supporting foot out a bit. Those with knee issues should monitor how deep they lunge and perhaps limit the speed of the kick. Clear your surroundings; you're effectively doing a front snap kick and need space. Ensure you engage your core when kicking to avoid arching your back. Breathing: exhale sharply on the kick (like martial artists kiai) to keep it strong and controlled."	"Great in a functional circuit or as part of a leg workout finisher. Could be done for moderate reps like 10 each side or timed intervals (30s each side) as it also challenges endurance. Frequency can be 2-3 times a week	 as it’s bodyweight (though if you're very sore	 give it a rest day). Often used in bootcamp or martial-arts inspired classes. Typically you alternate legs each rep or do a set number on one leg then switch. It's fairly high-intensity due to the balance + power combo	 so do it earlier in a workout if form is priority (or as part of HIIT when fresh). It pairs well after simpler moves like squats to add variety. Avoid doing right after heavy weighted lunges though	 as balance might be compromised by fatigue."	jump-lunges\thigh-knees	"As you step back into the lunge	 keep your torso upright and weight in the heel of the front foot. In one motion	 drive through the front heel to come up and simultaneously swing your back knee forward and up. Then extend that leg into a kick	 leading with the ball of the foot (as if kicking open a door). Aim roughly waist to chest height with the kick	 depending on flexibility. Re-chamber the leg (bring it back) and step immediately into the next lunge or return to start. Find a rhythm: lunge	 kick	 lunge	 kick... The arm opposite the kicking leg can naturally swing forward for counterbalance. Start slower to nail balance	 then speed up as confident. Think \explode\"" on the kick but \""control\"" on the lunge. If needed"	 reset briefly between reps to gather balance. Over time  you'll be able to flow them together smoothly."
kneeling-thoracic-spine	Kneeling Thoracic Spine Extension	"Kneel on all fours facing a bench. Place elbows on bench	 hands together. Sink your chest down and head through your arms	 stretching your upper back. (Like a prayer stretch for thoracic spine.)"	time-based	general-fitness			20		FALSE	TRUE	flexibility\tupper-back\tshoulders	equipment:bench\tcategory:flexibility\tthoracic-spine\tstretch\tmobility	"Targets the thoracic spine mobility by stretching the upper back into extension and the shoulders into flexion:contentReference[oaicite:72]{index=72}:contentReference[oaicite:73]{index=73}. This helps improve posture (countering forward slouch) and can alleviate upper back and neck stiffness. It also stretches the lats and triceps to some degree because you're reaching with elbows on bench and sinking down. By improving thoracic extension	 overhead movements (like presses or front squats) become easier and less compensations occur in the lower back. This stretch is excellent for those who sit a lot or have a rounded upper back	 as it opens the chest and mobilizes the spine. Additionally	 it can relieve tension around the shoulder blades. Many report feeling an immediate reduction in tightness in the mid-back after doing this stretch	 and it fits well in warm-ups or cool-downs for upper body sessions."	"Be gentle and don't force your chest to the floor – ease into the stretch until you feel a good pull in your upper back or shoulders. Keep your elbows about shoulder-width apart on the bench and don't let them flare too wide which might strain shoulders. If you have shoulder impingement	 this position (arms overhead) might be uncomfortable – you could try it with a wider grip on a dowel or skip if painful. People with very tight lats/triceps might feel it intensely in the armpit area; again	 go gradually. Maintain a slight pelvic tilt (don't overly arch the lower back) – the goal is to extend upper back	 not hyperextend lower back. Breath: exhale as you sink deeper	 which can help you relax into it. If any sharp pain (especially in spine)	 stop – a mild discomfort or muscle stretch sensation is fine	 but joint pain is not."	"Use it as part of warm-up routine (especially before overhead lifts	 front squats	 or if you know your t-spine is stiff). Also great as a cool-down stretch or in the evening to counteract sitting posture. Frequency can be daily since it's a static stretch/mobility move. Holding for 20-30 seconds	 releasing	 and repeating 2-3 times is effective. Many incorporate it in yoga or mobility flows as well. For example	 before a heavy squat/press workout	 2 sets of 30s hold can really improve form. Or after a long day at desk	 a couple of 20s holds feels relieving. It's low risk if done gently	 so it can be done often – just don't aggressively push it	 especially first thing in morning when spine is stiff."	cat-cow-stretch\tchild-pose	"Place a rolled towel under your elbows if you want to increase stretch or ease discomfort. When sinking down	 think about bringing your chest toward the floor *between* your arms and dropping your head through your arms. Try to keep your hips directly above knees (don't shift way back or forward). You can adjust elbow distance: slightly narrower or wider to find the best stretch. Sometimes rocking gently in and out of the end position (pulsing) can help further mobilize the spine. Focus the bend in your upper/mid back – imagine each breath letting your sternum sink a bit lower. As you finish	 lift chest slowly to come out of the stretch (don't jerk up). Many find this stretch addictive because it hits a spot that's hard to reach otherwise	 but always respect your current mobility and progress gradually."	Prehab Guys – Kneeling Thoracic Stretch; https://library.theprehabguys.com (demonstrated as kneeling thoracic spine extension on bench):contentReference[oaicite:74]{index=74}:contentReference[oaicite:75]{index=75}
shoulder-rolls	Shoulder Roll	"Stand or sit upright. Lift shoulders up toward ears	 then roll them back and down in a circular motion. Repeat for 20-30 seconds. Then optionally roll forward."	time-based	women-health			20		FALSE	TRUE	shoulders\tmobility	equipment:bodyweight\tcategory:flexibility\tshoulders\twarm-up\ttension-release	"Relieves tension in the upper trapezius and neck area by actively moving the shoulders through their full shrug-and-release motion. In rolling back	 it promotes good posture by encouraging shoulders to move down and back. Rolling forward can gently stretch the upper back muscles. This exercise increases blood flow to the neck and shoulder region	 which can alleviate stiffness (e.g.	 from stress or computer work). It's also a great quick relaxation technique – many people do it instinctively when stressed. It helps maintain mobility of the scapula and clavicle joints	 possibly reducing risk of impingement by letting shoulder blades move freely. Overall	 shoulder rolls are an easy way to warm up or loosen the shoulders and neck	 making it useful for anyone	 especially those with sedentary lifestyles or anxiety-related muscle tightness."	"Make sure the movement is controlled – it's a roll	 not a jerky motion. Avoid excessive speed which could cause muscle cramping. If you have shoulder impingement	 rolling shouldn't be painful since it's mostly elevation and depression	 but if rolling forward causes any pinch	 just do the backward motion (which is generally more beneficial). Keep your head and torso still; only shoulders move. Breathe normally and try to sync breathing with movement (inhale up	 exhale down) to enhance relaxation. Those with very tight traps might feel some soreness after – that's normal if mild	 but don't overdo (maybe start with 5-6 rolls each way). And be mindful not to shrug too violently which can strain neck muscles – smoothness is key."	"Include in nearly any warm-up since it's quick and prepares the shoulders for movement. It's also great as a micro-break during long periods of desk work or driving. Frequency can be multiple times a day – it's low intensity. Typically	 doing 8-10 rolls backward and if desired 8-10 forward is sufficient at one time. Many prefer just backward rolls because we often need to counteract forward hunching. It's commonly used in cool-downs or stress management routines too. Shoulder rolls before bed or upon waking can also relieve nighttime or morning stiffness. Essentially	 you can do them anytime you feel tight – there's no real recovery needed from this gentle movement."	neck-rolls\tarm-circles	"Lift up high (like a deep shrug) during the first phase	 then intentionally squeeze shoulder blades together and down during the backward phase – that maximizes the benefit of opening your chest and engaging mid-back muscles. Imagine drawing a circle with the tip of your shoulder: up	 back	 down	 forward (for backward roll). Do the opposite for forward roll. Keep shoulders relaxed through the movement (paradoxical as it sounds – meaning don't hold them up tensely	 just move them fluidly). Combine with a neck stretch afterward for a full upper-body refresh. If doing at a desk	 ensure you sit or stand tall; a slumped posture will limit the effect. And remember to breathe – people sometimes hold breath concentrating on the motion. A nice inhale on the lift and exhale on the drop can augment the tension release."	Harvard Health – Desk Stretches; (commonly includes shoulder rolls as a recommended exercise to relieve tension and improve posture) – general knowledge from ergonomic guidelines.
seated-cardio-arm-pumps	Arm Pumps	Sit tall in a chair. Bend elbows 90°. Pump your arms forward and back in a brisk \running\" motion while seated as if power walking with just your arms."	time-based	women-health			60		FALSE	TRUE	shoulders\tarms	equipment:bodyweight\tcategory:cardio\tlow-impact\tseated\tupper-body	"Provides a gentle cardiovascular workout particularly suited for those with limited lower-body mobility or for warm-up. Rapid arm pumping elevates heart rate and breathing	 improving circulation and giving a moderate aerobic effect. It also engages the shoulder and arm muscles (deltoids	 biceps	 triceps) increasing blood flow to them. This exercise can improve upper-body endurance and coordination (it's essentially the arm motion of brisk walking or running without leg movement). For individuals who cannot do full-body exercises	 seated arm pumps can help maintain some cardio fitness and contribute to calorie burning. Additionally	 it can serve as a quick energy booster (like \shadow boxing\"" in place) because moving the arms vigorously stimulates blood flow and can reduce perceived exertion of later movements by acting as an extended warm-up."""	"Make sure the chair is stable so you don't scoot or tip when pumping vigorously. Keep your core engaged and don't slouch to protect your back. If you have shoulder issues	 adjust the range of motion: you don't have to swing too high or far back – a shorter	 faster pump might be better tolerated. Avoid clenching fists tightly; a relaxed hand reduces forearm tension. Breathe continuously; since it's cardio	 you want a steady in-out breath rhythm (try not to hold breath at any point). Those with very low fitness or certain conditions should start with shorter durations (30 seconds) and gradually increase to avoid dizziness or excessive fatigue. If any shoulder pain or clicking occurs	 shorten the motion or slow down. This is low-impact	 so it's generally very safe	 but always listen to your body."	"Often used in senior exercise programs or as a low-impact warm-up in group classes (everyone can do it together). It can be done daily – for instance	 multiple short bouts spread through the day for someone who is largely sedentary. A common format is doing it for 1 minute on	 30 seconds off	 repeated a few times for a mini cardio workout. In a circuit	 it could be one station (e.g.	 60 seconds of arm pumps between strength moves to keep heart rate up). Because it's not extremely strenuous for the fit individual	 those can use it as an active recovery between tougher exercises. For lower fitness levels	 it might be a main cardio component. Frequency and timing are flexible; e.g.	 do it whenever getting up isn't feasible but you want to get your blood moving."	marching-in-place\tarm-circles	"Sit toward the edge of the seat (if safe) to allow full arm swing. Imagine you're power walking: drive one arm forward while the other goes back	 bending elbows about 90°. Focus on pumping from the shoulders. You can increase speed to raise intensity – the faster you pump	 the more cardio. Keep your torso stable and avoid excessive twisting (a little natural twist is fine). If you want to incorporate a bit more	 you could \march\"" lightly with your feet at the same time. Keep breathing"	 even count your pumps to ensure you're not holding breath. Start at a moderate pace for 5-10 seconds
heel-to-toe-walk	Toe Walk	"Balance exercise: step one foot directly in front of the other	 touching heel to toe each step	 as if on a tightrope. Continue for a set number of steps to practice balance."	time-based	women-health			60		FALSE	TRUE	legs\tcore	equipment:bodyweight\tcategory:balance\tcoordination\tlower-body\tseniors	"Improves balance and gait by narrowing your base of support. Walking heel-to-toe strengthens the muscles in the lower legs and ankles that stabilize you	 and it challenges the vestibular system and proprioception. Practicing this can reduce the risk of falls by training your body to remain steady in a very narrow stance. It also enhances coordination and focus	 as you have to place each foot carefully and maintain equilibrium. For older adults	 this is a common exercise to maintain mobility and confidence in walking. Additionally	 it lightly engages the core and hip abductors	 as they work to keep you balanced in line. In sum	 this simple drill can lead to better balance in everyday activities	 improve posture	 and strengthen foot and ankle stability."	"Safety first: if you're new to this or at high risk of falling	 do it along a counter or wall so you can touch for support if needed. Look forward (not down at your feet) once you have a feel for it	 because in real life balance scenarios you won't be looking at your feet. If the full heel-to-toe touch is too hard	 start with a slightly wider step (heel just in front of toe but an inch apart) and gradually close the gap as you improve. Keep a slight bend in the knees and don't walk too fast. Use your arms out to the sides for balance initially; as you get better	 you can keep them at your sides. If you have significant neuropathy in feet or other serious balance disorders	 do this only with supervision or not at all. Wear flat	 supportive shoes if doing this exercise (socked feet or high heels would be unnecessarily challenging or slippery)."	"Use in balance training sessions	 often after some leg strengthening moves. Many senior fitness classes include this in a circuit of balance drills. It can be practiced daily – it's not strenuous	 it's more neuromuscular. A typical bout might be 5-10 steps forward	 turn around	 5-10 back. Doing 2-3 rounds of that per session is common. Could also be part of a dynamic warm-up (though it's slow	 some coaches include it to tune balance). Frequent practice yields best results; even doing it in a hallway each morning can be beneficial for those who need it. Because it's slow	 it also has a mindful element	 which can be calming when done deliberately."	single-leg-stands\tcalf-raises	"Find a line on the floor (or imagine one) to follow. Step with your right foot in front	 placing the right heel directly against the left toes. Then shift weight forward and bring left foot in front of right	 left heel to right toes. Continue like you're walking on a tightrope. Focus on a point ahead to help balance. Go slow. If you wobble	 pause and regain control – part of the benefit is learning to correct small stumbles. Tighten your core and keep your head up; arms can raise to help if you sway. Over time	 try to make the steps smoother and without looking down. For added challenge when proficient	 you could do it backward or close your eyes (with someone spotting). But for most	 just the standard heel-to-toe forward walk is sufficient and effective."	"NHS (UK) – Balance Exercises for Older Adults; https://www.nhs.uk (lists heel-to-toe walk as a simple home exercise to improve balance and reduce fall risk	 often called a \tightrope walk\"") – commonly recommended.""``` "
